dt,"[7731] Penn Pavilion, Student Affairs"
2017-08-24,392682.47888759995
2017-08-25,391047.82165362017
2017-08-26,383804.22912545
2017-08-27,379398.32015422
2017-08-28,370314.98215499
2017-08-29,446284.44985392
2017-08-30,424624.7296534699
2017-08-31,401823.28856365004
2017-09-01,426487.06217896007
2017-09-02,472240.7295946
2017-09-03,483847.0407638
2017-09-04,468189.8085228999
2017-09-05,420084.74845677
2017-09-06,415023.06156876
2017-09-07,453589.5304716
2017-09-08,348738.16870029015
2017-09-09,349374.5307395701
2017-09-10,345277.9487362199
2017-09-11,393746.5406067401
2017-09-12,473646.9604354001
2017-09-13,447595.3418529001
2017-09-14,400508.4192350798
2017-09-15,393601.5085355
2017-09-16,360789.28948177
2017-09-17,427006.19972333004
2017-09-18,395450.14923238
2017-09-19,395447.3093243498
2017-09-20,404308.48981273995
2017-09-21,367575.04230656
2017-09-22,379271.41901285003
2017-09-23,421080.94966057
2017-09-24,412621.94977738016
2017-09-25,432855.98827747995
2017-09-26,438441.5597688999
2017-09-27,427218.4792340201
2017-09-28,408832.53971838
2017-09-29,407879.3503867098
2017-09-30,396501.4601350299
2017-10-01,380883.3414275801
2017-10-02,344671.3385766701
2017-10-03,388983.35032819
2017-10-04,344179.25898981007
2017-10-05,316074.21108477004
2017-10-06,335794.12008519017
2017-10-07,393026.52962352004
2017-10-08,361713.43962470005
2017-10-09,438318.97921051004
2017-10-10,480235.65971469996
2017-10-11,425169.4616829199
2017-10-12,406010.13043634995
2017-10-13,450944.8822272499
2017-10-14,434932.44013979007
2017-10-15,463635.1513185699
2017-10-16,447988.07888229995
2017-10-17,407252.4992055
2017-10-18,396792.75129716005
2017-10-19,393961.5999959501
2017-10-20,340419.2397926999
2017-10-21,315562.0408515101
2017-10-22,326002.04915307
2017-10-23,424839.6114856602
2017-10-24,425758.94935968996
2017-10-25,411409.7969441101
2017-10-26,390999.24019264005
2017-10-27,396420.78108203
2017-10-28,358372.46947395
2017-10-29,473003.1866111001
2017-10-30,429034.95956239995
2017-10-31,374019.01994501
2017-11-01,414955.6800073601
2017-11-02,411326.92975853995
2017-11-03,406180.4584036499
2017-11-04,464184.06709090003
2017-11-05,719918.4001936
2017-11-06,420715.2201952601
2017-11-07,443075.89316074003
2017-11-08,489477.5484027402
2017-11-09,464520.61940390005
2017-11-10,402364.07103814994
2017-11-11,478301.05054290005
2017-11-12,461988.29103940004
2017-11-13,374677.60004724003
2017-11-14,424969.79865663993
2017-11-15,433779.1813636199
2017-11-16,380303.4589820099
2017-11-17,419808.00059347006
2017-11-18,414829.6196631
2017-11-19,374998.67073947995
2017-11-20,403077.6584177802
2017-11-21,430092.2696170601
2017-11-22,373239.07957273
2017-11-23,452592.8209658301
2017-11-24,451620.40901295014
2017-11-25,426061.8702825199
2017-11-26,419913.56940311
2017-11-27,444712.5204281702
2017-11-28,408909.9802943101
2017-11-29,359675.0016609398
2017-11-30,449583.37890886987
2017-12-01,381752.8790462302
2017-12-02,424632.19961568
2017-12-03,385443.5794276501
2017-12-04,456804.10109015
2017-12-05,447218.92005699984
2017-12-06,466176.91854377993
2017-12-07,440351.91929941997
2017-12-08,485514.4583132101
2017-12-09,473127.49160177
2017-12-10,433063.24930240004
2017-12-11,421839.63071510004
2017-12-12,580240.71172636
2017-12-13,476767.89875890006
2017-12-14,438035.13117792975
2017-12-15,473946.5991509401
2017-12-16,484592.85843589995
2017-12-17,492856.0401579
2017-12-18,441956.8904131601
2017-12-19,399986.8585931399
2017-12-20,451725.0615737101
2017-12-21,468428.98079517006
2017-12-22,459164.11858731013
2017-12-23,410391.7394708501
2017-12-24,477014.628467
2017-12-25,494849.60954523005
2017-12-26,503265.9104817998
2017-12-27,491943.64992159995
2017-12-28,479048.45976529986
2017-12-29,695137.9774749998
2017-12-30,479359.7491088999
2017-12-31,0.0
2018-01-01,545172.0289682
2018-01-02,661809.3893659998
2018-01-03,728569.7473171002
2018-01-04,760680.6907746
2018-01-05,653298.0316630001
2018-01-06,608260.9689272003
2018-01-07,587804.0104186
2018-01-08,709624.1484011002
2018-01-09,365922.9005563199
2018-01-10,431129.7783062399
2018-01-11,414237.83848529984
2018-01-12,406153.50878251996
2018-01-13,390273.2916646098
2018-01-14,579711.4987456
2018-01-15,647374.8461784002
2018-01-16,550780.9919902
2018-01-17,490863.74949620996
2018-01-18,625997.6599227
2018-01-19,584911.8995837602
2018-01-20,446122.58004400006
2018-01-21,400399.79878330004
2018-01-22,429370.94105521997
2018-01-23,411298.48021172994
2018-01-24,449454.4094043999
2018-01-25,422225.82942266
2018-01-26,502545.46678599983
2018-01-27,527985.8009638999
2018-01-28,375844.4396835901
2018-01-29,424408.28032008
2018-01-30,466797.19175149995
2018-01-31,584152.0663156
2018-02-01,397920.48928746994
2018-02-02,421820.99823991995
2018-02-03,564374.3286431
2018-02-04,471722.11080153
2018-02-05,446689.28783169994
2018-02-06,459685.63974740007
2018-02-07,493775.4002314998
2018-02-08,572096.0298864001
2018-02-09,571440.3064429999
2018-02-10,548403.2689577
2018-02-11,426514.31016542006
2018-02-12,480787.15906394995
2018-02-13,639165.5813344999
2018-02-14,580256.2009135999
2018-02-15,410966.62933349994
2018-02-16,332911.47880685993
2018-02-17,550604.1601090997
2018-02-18,517912.99692989996
2018-02-19,562688.6094999999
2018-02-20,487336.98791749985
2018-02-21,499214.08823810006
2018-02-22,520834.16297280014
2018-02-23,536137.0689681
2018-02-24,455813.9987646002
2018-02-25,461713.7995679001
2018-02-26,428027.70190754
2018-02-27,589473.3181936997
2018-02-28,558236.3906
2018-03-01,514534.1797386
2018-03-02,658022.5210277002
2018-03-03,670296.5982843001
2018-03-04,699469.4313697
2018-03-05,656911.2885160003
2018-03-06,690511.7313616002
2018-03-07,627083.8063864001
2018-03-08,630811.9312799001
2018-03-09,663632.25130554
2018-03-10,581448.2797390999
2018-03-11,542862.6476194998
2018-03-12,624511.5386245997
2018-03-13,650317.8003015
2018-03-14,654932.2086716
2018-03-15,594978.3496854001
2018-03-16,504419.1811474999
2018-03-17,528440.8130931001
2018-03-18,533420.2796239002
2018-03-19,508925.2395847999
2018-03-20,482125.3814684
2018-03-21,601377.3984449999
2018-03-22,615800.3189292
2018-03-23,544349.8028256998
2018-03-24,561495.1316911002
2018-03-25,442712.1296862001
2018-03-26,356660.19055466
2018-03-27,239584.10051668994
2018-03-28,177060.98954817
2018-03-29,269710.85032259
2018-03-30,375084.19929303
2018-03-31,406145.73982370016
2018-04-01,405367.77016383986
2018-04-02,324810.08947153995
2018-04-03,342603.16976777994
2018-04-04,324985.7199718601
2018-04-05,422835.04237463995
2018-04-06,374502.0797384299
2018-04-07,284670.6905906701
2018-04-08,390586.59999322984
2018-04-09,388911.65984668
2018-04-10,390896.09949561
2018-04-11,374784.5911355701
2018-04-12,383143.90965359967
2018-04-13,365231.42996914
2018-04-14,330340.6702805999
2018-04-15,360637.18949059997
2018-04-16,385540.48178690014
2018-04-17,412505.28741875995
2018-04-18,402055.0204763
2018-04-19,241605.85958896
2018-04-20,374414.3804383902
2018-04-21,342691.58927815
2018-04-22,327822.35099070997
2018-04-23,326276.5196185399
2018-04-24,409052.08742701
2018-04-25,388251.0391677999
2018-04-26,338999.73044745997
2018-04-27,153389.37980424002
2018-04-28,317028.75896142004
2018-04-29,363752.08894136
2018-04-30,399750.37900685
2018-05-01,330517.55015093007
2018-05-02,330947.7914099201
2018-05-03,348698.47994771
2018-05-04,292530.71078208
2018-05-05,346975.20957883983
2018-05-06,365977.60936570994
2018-05-07,350331.8988402401
2018-05-08,337977.98004884005
2018-05-09,318209.38133257005
2018-05-10,326081.09070685005
2018-05-11,335285.68916874
2018-05-12,373631.57951173
2018-05-13,346787.43957294
2018-05-14,409006.16985064
2018-05-15,425023.5192093599
2018-05-16,391470.92073734995
2018-05-17,430129.46041883004
2018-05-18,409879.35846956
2018-05-19,390923.7397389101
2018-05-20,383394.3702483899
2018-05-21,361376.9891602801
2018-05-22,373584.5274327499
2018-05-23,366774.59113056
2018-05-24,351821.76955916
2018-05-25,376983.52872039
2018-05-26,380135.78018083994
2018-05-27,377196.91989009
2018-05-28,390100.89055521
2018-05-29,402438.50268878
2018-05-30,385825.8499648699
2018-05-31,399095.2991576401
2018-06-01,378970.87981217005
2018-06-02,362950.56992090994
2018-06-03,367319.09154046007
2018-06-04,343081.17060892
2018-06-05,389886.20132066007
2018-06-06,389176.4702986599
2018-06-07,368004.35099905997
2018-06-08,358849.9891295299
2018-06-09,354650.86096524
2018-06-10,378705.05017174006
2018-06-11,391499.50910303014
2018-06-12,439812.38170336006
2018-06-13,480244.9000498
2018-06-14,404496.27891490015
2018-06-15,421110.64972280996
2018-06-16,429664.62841580005
2018-06-17,406978.11147585
2018-06-18,402026.7315159399
2018-06-19,354975.8991873699
2018-06-20,380324.9291679801
2018-06-21,407562.81979111984
2018-06-22,357240.9895063499
2018-06-23,382842.69892054
2018-06-24,386328.4789158799
2018-06-25,396139.0798562499
2018-06-26,417793.96910361
2018-06-27,412694.25087966
2018-06-28,345410.65932675
2018-06-29,341070.8403809
2018-06-30,373517.55057328
2018-07-01,377967.2809436401
2018-07-02,359769.33017369016
2018-07-03,380550.0386709999
2018-07-04,386351.99987131986
2018-07-05,378189.19245821005
2018-07-06,369023.82076941
2018-07-07,369233.88971195003
2018-07-08,359393.59958474006
2018-07-09,351174.22919376
2018-07-10,382056.70069705986
2018-07-11,411593.7807056498
2018-07-12,449923.67825544986
2018-07-13,466617.55650067
2018-07-14,446891.4387486002
2018-07-15,404440.45124076016
2018-07-16,483252.95076110004
2018-07-17,532645.5206790001
2018-07-18,506200.9573791999
2018-07-19,453332.4600241001
2018-07-20,341542.01286925003
2018-07-21,341892.31822781
2018-07-22,378487.87918005994
2018-07-23,369954.90035040985
2018-07-24,304300.84862697
2018-07-25,216358.30966915996
2018-07-26,156002.57980523
2018-07-27,149255.22069353
2018-07-28,214252.18945222002
2018-07-29,156855.6401543
2018-07-30,155132.13008531
2018-07-31,157558.81012290996
2018-08-01,225129.74904631
2018-08-02,275345.78023448004
2018-08-03,599015.9509615
2018-08-04,271620.6114132901
2018-08-05,208836.17940995994
2018-08-06,201728.98041115
2018-08-07,172169.02091940996
2018-08-08,201190.53921413003
2018-08-09,232076.40000062995
2018-08-10,192310.74942747995
2018-08-11,179578.69011734007
2018-08-12,193612.09994265996
2018-08-13,204427.74056200002
2018-08-14,205777.32037757
2018-08-15,191353.33936080005
2018-08-16,200586.48960450996
2018-08-17,186658.43058609002
2018-08-18,176792.21980403
2018-08-19,216598.57000315998
2018-08-20,258061.35848758993
2018-08-21,199275.37018826004
2018-08-22,208858.55030282994
2018-08-23,197451.65955432007
2018-08-24,296546.92003778
2018-08-25,256791.08081254995
2018-08-26,254534.80057697996
2018-08-27,211808.08964673005
2018-08-28,205430.88061283
2018-08-29,182922.19971090002
2018-08-30,197365.73111194998
2018-08-31,204929.47946013004
2018-09-01,227295.65993832005
2018-09-02,288983.8707525701
2018-09-03,236760.53966294002
2018-09-04,203800.16949423004
2018-09-05,195138.71024963993
2018-09-06,192015.23008923
2018-09-07,246468.84062019002
2018-09-08,269431.11980956
2018-09-09,226639.77954306
2018-09-10,270453.85019757005
2018-09-11,261103.92028390002
2018-09-12,302002.92073327996
2018-09-13,304135.81007675006
2018-09-14,317227.0811271999
2018-09-15,325503.9913381401
2018-09-16,323503.11986558995
2018-09-17,315763.41985732
2018-09-18,307844.15013677
2018-09-19,294931.90888342
2018-09-20,280334.52027601
2018-09-21,261923.23997033003
2018-09-22,275925.22925454
2018-09-23,265205.68058329
2018-09-24,321106.71046432
2018-09-25,138721.80033129995
2018-09-26,294952.64077672
2018-09-27,290670.30041916994
2018-09-28,264701.57000366
2018-09-29,200861.44007313997
2018-09-30,204541.04099817004
2018-10-01,210179.90001343007
2018-10-02,215423.81942318004
2018-10-03,185608.91982222005
2018-10-04,197271.08014755003
2018-10-05,213758.60090395002
2018-10-06,229334.85959718996
2018-10-07,242665.74031853
2018-10-08,201788.24984915
2018-10-09,214893.36092003
2018-10-10,224806.31081598
2018-10-11,198748.37011777997
2018-10-12,281276.7094265201
2018-10-13,278170.58896802005
2018-10-14,306180.95009808004
2018-10-15,306119.87016972
2018-10-16,251975.18095828002
2018-10-17,261025.01930237003
2018-10-18,303299.16980886995
2018-10-19,338389.36960695987
2018-10-20,279452.00720767
2018-10-21,377520.6201280899
2018-10-22,410686.19943564
2018-10-23,347032.7990553399
2018-10-24,323582.5891349101
2018-10-25,387676.85014616005
2018-10-26,389231.64913985005
2018-10-27,327271.37864837004
2018-10-28,350333.3805806201
2018-10-29,330456.9504449799
2018-10-30,371990.5392013199
2018-10-31,334095.5100232
2018-11-01,335422.6902738899
2018-11-02,273569.5095866099
2018-11-03,341939.0601768701
2018-11-04,368339.91503361985
2018-11-05,311260.01061759994
2018-11-06,315250.08912134
2018-11-07,309648.82863740996
2018-11-08,260066.3999023
2018-11-09,330928.22938606987
2018-11-10,399711.82994146016
2018-11-11,391113.72991666
2018-11-12,382949.4594516901
2018-11-13,368938.80170919
2018-11-14,400140.5009810099
2018-11-15,494717.49160829996
2018-11-16,462126.97137359984
2018-11-17,430013.9686474099
2018-11-18,392290.53894812986
2018-11-19,376832.32795787003
2018-11-20,416710.93932202
2018-11-21,427529.36879424006
2018-11-22,448399.0899929
2018-11-23,530706.4796534
2018-11-24,498498.8705416001
2018-11-25,491337.8396597
2018-11-26,376747.33023336006
2018-11-27,471834.8303628
2018-11-28,550114.2219993
2018-11-29,518753.0482030001
2018-11-30,420329.9404659598
2018-12-01,279823.34942761005
2018-12-02,340740.75049411
2018-12-03,317793.89912747
2018-12-04,432619.8008743002
2018-12-05,408936.6602095802
2018-12-06,501606.6090634001
2018-12-07,487512.56239230005
2018-12-08,463484.18070120004
2018-12-09,556707.7383504
2018-12-10,556155.6906942
2018-12-11,522637.0190798998
2018-12-12,536726.6797477
2018-12-13,503338.7407236999
2018-12-14,493143.5501017999
2018-12-15,501664.91020205
2018-12-16,380628.2888784599
2018-12-17,390261.65936939005
2018-12-18,447469.96810242994
2018-12-19,461998.0093108001
2018-12-20,408615.8789522799
2018-12-21,309149.01065617014
2018-12-22,419241.53023642
2018-12-23,455994.02947124996
2018-12-24,386323.38924627006
2018-12-25,497570.93027789996
2018-12-26,478521.79745820013
2018-12-27,469094.9377912
2018-12-28,374707.52980198007
2018-12-29,349552.75139975
2018-12-30,395029.09095597
2018-12-31,0.0
2019-01-01,279271.359576
2019-01-02,395256.2995477801
2019-01-03,379687.7896151499
2019-01-04,335524.2685060201
2019-01-05,360849.68143630016
2019-01-06,354438.06260625983
2019-01-07,389720.55796626984
2019-01-08,340501.01058223005
2019-01-09,349490.3315764301
2019-01-10,478407.7876648501
2019-01-11,531882.6128937003
2019-01-12,507436.53944450006
2019-01-13,514113.2292414
2019-01-14,451692.2794477999
2019-01-15,487734.7290954
2019-01-16,521749.6403061
2019-01-17,481969.80158646015
2019-01-18,394491.51948197995
2019-01-19,395070.95006177
2019-01-20,325159.93083298014
2019-01-21,500154.56305603
2019-01-22,595593.9430266002
2019-01-23,441392.44099229993
2019-01-24,312889.93023869005
2019-01-25,451517.3718988501
2019-01-26,527586.0190519
2019-01-27,503084.69816599996
2019-01-28,398646.08095524984
2019-01-29,435836.8092895501
2019-01-30,532347.9079742
2019-01-31,576909.9313494001
2019-02-01,541478.5808503003
2019-02-02,358376.8503794701
2019-02-03,401755.15047263994
2019-02-04,362509.79114581
2019-02-05,305854.3789175899
2019-02-06,279229.67012487
2019-02-07,214692.11007107006
2019-02-08,204332.07920152
2019-02-09,562824.92885011
2019-02-10,382378.69989777985
2019-02-11,431921.1796843999
2019-02-12,433898.18932901
2019-02-13,371589.87017277
2019-02-14,399234.02951535006
2019-02-15,272506.16030151007
2019-02-16,319969.57943597
2019-02-17,457773.6906037602
2019-02-18,434414.26983512996
2019-02-19,414754.1690517198
2019-02-20,485855.59879904013
2019-02-21,385145.2796692499
2019-02-22,346672.8707633001
2019-02-23,462008.29946949997
2019-02-24,450748.8593859602
2019-02-25,357649.6290329299
2019-02-26,405805.37063419994
2019-02-27,386367.1082586201
2019-02-28,320574.47915787995
2019-03-01,436193.97109972005
2019-03-02,344554.1280919
2019-03-03,389022.14936803
2019-03-04,370198.02137289004
2019-03-05,485947.8802308499
2019-03-06,466167.0581467
2019-03-07,500368.91308700026
2019-03-08,415774.0001437602
2019-03-09,371327.0379313701
2019-03-10,320904.7300750001
2019-03-11,244291.96003190003
2019-03-12,320407.9189046399
2019-03-13,391506.38296501
2019-03-14,253725.73025430998
2019-03-15,217202.71911639994
2019-03-16,352580.64976457995
2019-03-17,367080.31115362997
2019-03-18,423099.45956516016
2019-03-19,428291.17843468004
2019-03-20,416926.70173117006
2019-03-21,438661.4518349101
2019-03-22,335901.14046656
2019-03-23,354023.78854543995
2019-03-24,357332.7704883701
2019-03-25,255083.0790744599
2019-03-26,352236.64907970995
2019-03-27,372474.19901437
2019-03-28,338120.93929323996
2019-03-29,309423.05094517
2019-03-30,257584.51912712993
2019-03-31,225256.52997817998
2019-04-01,396893.38028588996
2019-04-02,361536.58105292
2019-04-03,350871.2797698399
2019-04-04,302963.35866642994
2019-04-05,258160.00086342008
2019-04-06,294159.9594385301
2019-04-07,255492.60023134
2019-04-08,272690.5301178
2019-04-09,284640.26025188
2019-04-10,305113.2796095699
2019-04-11,274443.45025902
2019-04-12,251226.40869927988
2019-04-13,287819.94915065006
2019-04-14,256479.55955406994
2019-04-15,289486.52854892996
2019-04-16,336065.00862803997
2019-04-17,269311.8089506799
2019-04-18,211265.4697895601
2019-04-19,203152.32002045
2019-04-20,275017.0203454
2019-04-21,325638.79064034997
2019-04-22,304893.07175178005
2019-04-23,268604.49943421
2019-04-24,200429.62946527996
2019-04-25,234029.64957466003
2019-04-26,215424.94934661995
2019-04-27,307536.07170416
2019-04-28,216576.14045801997
2019-04-29,222604.74042731995
2019-04-30,280932.27168906
2019-05-01,237633.12990027008
2019-05-02,211090.48909206997
2019-05-03,215545.06948402998
2019-05-04,195926.89019262
2019-05-05,241438.74071044006
2019-05-06,273674.34948981
2019-05-07,290294.26004268986
2019-05-08,227747.82014124002
2019-05-09,222186.18959401004
2019-05-10,223726.74943654996
2019-05-11,257162.59108559997
2019-05-12,224386.81010365998
2019-05-13,299433.47951496
2019-05-14,321780.58977575996
2019-05-15,310836.61999360996
2019-05-16,300820.48922146
2019-05-17,259459.52036284
2019-05-18,240967.44114173003
2019-05-19,247446.21073331
2019-05-20,208155.01025180993
2019-05-21,194263.55954584005
2019-05-22,188336.37960518996
2019-05-23,231501.00008674004
2019-05-24,218983.51060169004
2019-05-25,164208.43995007
2019-05-26,175110.99061798
2019-05-27,167413.73998669998
2019-05-28,171627.71078438
2019-05-29,163360.98004281995
2019-05-30,176195.16025482988
2019-05-31,158280.70961114005
2019-06-01,252777.2490116901
2019-06-02,247984.02881367996
2019-06-03,186673.79056362004
2019-06-04,203099.20955497999
2019-06-05,197590.91995065
2019-06-06,223762.00971869
2019-06-07,236651.12882693
2019-06-08,274428.1706139699
2019-06-09,250607.84018705998
2019-06-10,250262.68992328
2019-06-11,200927.59950988
2019-06-12,210913.17966699004
2019-06-13,286230.29992952995
2019-06-14,260609.09932021
2019-06-15,242909.89014601996
2019-06-16,212587.83978666
2019-06-17,166044.63012592
2019-06-18,185846.50058489
2019-06-19,210034.71045076998
2019-06-20,216725.19010423997
2019-06-21,232764.14016136006
2019-06-22,237969.30993179
2019-06-23,218300.90087148995
2019-06-24,244113.12048149004
2019-06-25,194670.15031464005
2019-06-26,204682.87946952
2019-06-27,186020.46011001995
2019-06-28,165586.38000982004
2019-06-29,213184.27961066994
2019-06-30,166159.91027486007
2019-07-01,177845.17943122002
2019-07-02,214569.5205140501
2019-07-03,163770.8899287401
2019-07-04,160578.04125567
2019-07-05,235245.67006332998
2019-07-06,214992.37013994
2019-07-07,184199.01044285003
2019-07-08,203888.18011428995
2019-07-09,185205.59003809
2019-07-10,210711.91076580007
2019-07-11,162922.88960667
2019-07-12,165927.04024387005
2019-07-13,166693.28048799004
2019-07-14,160074.30996777004
2019-07-15,173480.92984844994
2019-07-16,179377.82883751005
2019-07-17,198484.1706446
2019-07-18,182301.32975598008
2019-07-19,168317.44988455
2019-07-20,176587.53958843
2019-07-21,226131.8599508599
2019-07-22,172420.69044772
2019-07-23,211856.49938852002
2019-07-24,264313.38983136014
2019-07-25,227506.25115144002
2019-07-26,216022.66072518
2019-07-27,247361.01179944995
2019-07-28,228623.27080399005
2019-07-29,200556.88037086997
2019-07-30,207155.19015832996
2019-07-31,191517.77942972
2019-08-01,197405.17967131
2019-08-02,237399.71044192003
2019-08-03,235135.09053634
2019-08-04,211227.97034252004
2019-08-05,284979.1786176799
2019-08-06,252516.12979677002
2019-08-07,241695.93976733004
