dt,"[7731] Penn Pavilion, Student Affairs"
10/8/2017,7282.779785
10/9/2017,9834.379883
10/10/2017,9430.459961
10/11/2017,8668.419922
10/12/2017,8512.870117
10/13/2017,8991.480469
10/14/2017,8860.730469
10/15/2017,9279.55957
10/16/2017,8498.049805
10/17/2017,7463.100098000001
10/18/2017,7299.25
10/19/2017,7279.120117
10/20/2017,6096.759765999999
10/21/2017,5893.879883
10/22/2017,6512.319824
10/23/2017,8599.69043
10/24/2017,8308.150391
10/25/2017,8042.580078
10/26/2017,7508.419922
10/27/2017,7306.529785
10/28/2017,7037.569823999999
10/29/2017,9605.839844
10/30/2017,7737.950195
10/31/2017,7031.310059
11/1/2017,7702.509765999999
11/2/2017,8138.419922
11/3/2017,7725.319823999999
11/4/2017,9638.849609
11/5/2017,11819.0
11/6/2017,8323.44043
11/7/2017,8940.990234
11/8/2017,9997.459961
11/9/2017,9072.919922
11/10/2017,8028.75
11/11/2017,9280.5
11/12/2017,9166.980469
11/13/2017,7129.680176000001
11/14/2017,8459.480469
11/15/2017,8425.959961
11/16/2017,7240.919922
11/17/2017,8384.55957
11/18/2017,7046.189941
11/19/2017,7574.5
11/20/2017,7854.430176000001
11/21/2017,7960.049805
11/22/2017,7428.890137
11/23/2017,8906.780273
11/24/2017,8778.599609
11/25/2017,7883.890137
11/26/2017,8265.759766
11/27/2017,8478.69043
11/28/2017,7619.990234000001
11/29/2017,6750.950195
11/30/2017,8439.540039
12/1/2017,7316.549805
12/2/2017,8442.030273
12/3/2017,7476.799805
12/4/2017,8382.660156
12/5/2017,8057.509765999999
12/6/2017,9441.480469
12/7/2017,8718.660156
12/8/2017,10076.7998
12/9/2017,9344.339844
12/10/2017,8481.549805
12/11/2017,8337.019531
12/12/2017,10485.90039
12/13/2017,9361.450195
12/14/2017,8355.889648
12/15/2017,9440.730469
12/16/2017,9403.759766
12/17/2017,9534.639648
12/18/2017,8485.349609
12/19/2017,7296.279785
12/20/2017,8624.830078
12/21/2017,9302.009766
12/22/2017,8697.089844
12/23/2017,7815.25
12/24/2017,9678.360352
12/25/2017,10130.90039
12/26/2017,10036.0
12/27/2017,9949.889648
12/28/2017,9066.469727
12/29/2017,12327.0
12/30/2017,9378.950195
1/1/2018,10863.90039
1/2/2018,12198.5
1/3/2018,13217.7998
1/4/2018,13094.5
1/5/2018,11858.59961
1/6/2018,11651.7998
1/7/2018,11438.2998
1/8/2018,11819.90039
1/9/2018,6893.779785
1/10/2018,8389.599609
1/11/2018,7751.950195
1/12/2018,7964.189941
1/13/2018,8107.160156
1/14/2018,11120.7002
1/15/2018,12722.2998
1/16/2018,10144.40039
1/17/2018,10281.59961
1/18/2018,11570.40039
1/19/2018,10807.2998
1/20/2018,8174.870117
1/21/2018,7795.72998
1/22/2018,8067.970215
1/23/2018,8358.490234
1/24/2018,8978.360352
1/25/2018,8430.660156
1/26/2018,10738.2998
1/27/2018,8889.919922
1/28/2018,7504.680176000001
1/29/2018,9019.620117
1/30/2018,9231.269531
1/31/2018,10316.09961
2/1/2018,7139.390137
2/2/2018,8484.929688
2/3/2018,10300.0
2/4/2018,9459.719727
2/5/2018,8955.540039
2/6/2018,8868.75
2/7/2018,9501.169922
2/8/2018,11437.59961
2/9/2018,10601.7002
2/10/2018,10463.2002
2/11/2018,8307.25
2/12/2018,10843.59961
2/13/2018,13018.2002
2/14/2018,10648.2998
2/15/2018,7663.160156
2/16/2018,10212.1920908
2/17/2018,11544.40039
2/18/2018,9611.44043
2/19/2018,11110.2002
2/20/2018,9266.669922
2/21/2018,10108.7002
2/22/2018,10691.90039
2/23/2018,10543.59961
2/24/2018,8813.080078
2/25/2018,8344.450195
2/26/2018,9604.570313
2/27/2018,11377.09961
2/28/2018,10644.40039
3/1/2018,11295.7002
3/2/2018,12736.2998
3/3/2018,12751.90039
3/4/2018,13602.7002
3/5/2018,12182.7998
3/6/2018,13876.2002
3/7/2018,12064.2998
3/8/2018,12799.90039
3/9/2018,12786.7998
3/10/2018,11712.7002
3/11/2018,11323.09961
3/12/2018,13532.59961
3/13/2018,12273.90039
3/14/2018,12899.40039
3/15/2018,10307.40039
3/16/2018,9073.620117
3/17/2018,9477.629883
3/18/2018,10030.59961
3/19/2018,8973.599609
3/20/2018,10755.0
3/21/2018,11884.2002
3/22/2018,11250.40039
3/23/2018,9836.150391
3/24/2018,10255.2002
3/25/2018,8591.94043
3/26/2018,6150.299805
3/27/2018,4167.160156
3/28/2018,3626.709961
3/29/2018,5392.77002
3/30/2018,7396.029785
3/31/2018,7707.410156
4/1/2018,7358.470215
4/2/2018,6448.129883
4/3/2018,6563.089844
4/4/2018,6384.240234000001
4/5/2018,7807.339844
4/6/2018,6961.0209961
4/7/2018,5899.740234000001
4/8/2018,7284.169922
4/9/2018,7341.799805
4/10/2018,7045.620117
4/11/2018,7477.609863
4/12/2018,7130.919922
4/13/2018,6754.75
4/14/2018,5808.470215
4/15/2018,7625.649901999999
4/16/2018,7250.069823999999
4/17/2018,7708.319823999999
4/18/2018,7226.319823999999
4/19/2018,4881.359863000001
4/20/2018,6598.330078
4/21/2018,6269.089844
4/22/2018,5841.660156
4/23/2018,6205.810059
4/24/2018,8443.639648
4/25/2018,7415.959961
4/26/2018,6878.814892599999
4/27/2018,6912.285888699999
4/28/2018,6896.167919900001
4/29/2018,7176.779785
4/30/2018,7537.299805
5/1/2018,6329.569824
5/2/2018,6970.009765999999
5/3/2018,6933.040039
5/4/2018,6107.910156
5/5/2018,6931.169922
5/6/2018,7647.669922
5/7/2018,6800.810059
5/8/2018,6725.439941
5/9/2018,6127.200195
5/10/2018,6574.439941
5/11/2018,6494.589844
5/12/2018,6929.569823999999
5/13/2018,7084.370117
5/14/2018,8136.75
5/15/2018,8557.480469
5/16/2018,8101.359863
5/17/2018,8804.540039
5/18/2018,8429.950195
5/19/2018,8044.330078
5/20/2018,7849.129883
5/21/2018,7422.189941
5/22/2018,7665.25
5/23/2018,7289.180176000001
5/24/2018,7011.299805
5/25/2018,7565.149901999999
5/26/2018,7675.25
5/27/2018,7587.109863
5/28/2018,8071.279785
5/29/2018,8105.0
5/30/2018,7758.120117
5/31/2018,7954.279785
6/1/2018,7521.740234000001
6/2/2018,7304.75
6/3/2018,7294.220215
6/4/2018,6875.569823999999
6/5/2018,7777.830078
6/6/2018,7464.959961
6/7/2018,7226.669922
6/8/2018,7213.069823999999
6/9/2018,7205.680176000001
6/10/2018,7549.5
6/11/2018,7951.089844
6/12/2018,9284.990234
6/13/2018,7985.552002000001
6/14/2018,7488.990234000001
6/15/2018,8596.009766
6/16/2018,8410.549805
6/17/2018,8082.720215
6/18/2018,8072.919922
6/19/2018,7228.709961
6/20/2018,7609.180176000001
6/21/2018,7716.759765999999
6/22/2018,7151.589844
6/23/2018,7703.669922
6/24/2018,7782.970215
6/25/2018,8211.900391
6/26/2018,8441.889648
6/27/2018,7683.356005899999
6/28/2018,7754.2979981
6/29/2018,7100.149901999999
6/30/2018,7642.080078
7/1/2018,7647.850098000001
7/2/2018,7356.299805
7/3/2018,7795.160156
7/4/2018,7861.009765999999
7/5/2018,7729.390137
7/6/2018,7079.009765999999
7/7/2018,7563.27002
7/8/2018,7051.839844
7/9/2018,6915.779785
7/10/2018,7620.939941
7/11/2018,8685.209961
7/12/2018,9329.25
7/13/2018,9507.639648
7/14/2018,8668.099609
7/15/2018,8204.379883
7/16/2018,10218.7002
7/17/2018,10799.2998
7/18/2018,10453.7998
7/19/2018,8250.580078
7/20/2018,6967.180176000001
7/21/2018,6971.52002
7/22/2018,7571.850098000001
7/23/2018,7600.950195
7/24/2018,5082.040039
7/25/2018,3711.3000490000004
7/26/2018,2957.449951
7/27/2018,2916.469971
7/28/2018,3617.780029
7/29/2018,3078.080078
7/30/2018,2859.090088
7/31/2018,3026.780029
8/1/2018,3845.48999
8/2/2018,3664.8130615
8/3/2018,3716.9260742000006
8/4/2018,5181.910156
8/5/2018,3936.850098
8/6/2018,3620.75
8/7/2018,3285.300049
8/8/2018,4196.100098
8/9/2018,4138.910156
8/10/2018,3613.1999509999996
8/11/2018,3426.3701170000004
8/12/2018,3689.030029
8/13/2018,3776.530029
8/14/2018,3719.98999
8/15/2018,3578.179932
8/16/2018,3736.899902
8/17/2018,3601.8100590000004
8/18/2018,3572.530029
8/19/2018,4040.4399409999996
8/20/2018,5425.72998
8/21/2018,3748.850098
8/22/2018,3893.8701170000004
8/23/2018,3735.6899409999996
8/24/2018,5399.97998
8/25/2018,4792.560059
8/26/2018,4648.27002
8/27/2018,4038.76001
8/28/2018,4278.540039
8/29/2018,3612.0200200000004
8/30/2018,4128.330078
8/31/2018,3971.600098
9/1/2018,4829.430176
9/2/2018,5384.430176
9/3/2018,4417.470215
9/4/2018,3786.110107
9/5/2018,3899.3000490000004
9/6/2018,4021.9499509999996
9/7/2018,4701.899902
9/8/2018,5277.379883
9/9/2018,4495.549805
9/10/2018,5354.589844
9/11/2018,5190.839844
9/12/2018,6071.689941
9/13/2018,6189.509765999999
9/14/2018,6575.669922
9/15/2018,6669.850098
9/16/2018,6649.879883
9/17/2018,6422.799805
9/18/2018,6083.009765999999
9/19/2018,5667.759765999999
9/20/2018,5426.430176
9/21/2018,5001.290039
9/22/2018,4938.549805
9/23/2018,5627.97998
9/24/2018,5079.341015800001
9/25/2018,4910.669043100001
9/26/2018,5782.640136999999
9/27/2018,5569.169922
9/28/2018,5129.970215
9/29/2018,3782.350098
9/30/2018,3867.2700200000004
10/1/2018,3981.040039
10/2/2018,3889.889893
10/3/2018,3476.540039
10/4/2018,3753.530029
10/5/2018,3899.350098
10/6/2018,4622.350098
10/7/2018,4649.419922
10/8/2018,3908.169922
10/9/2018,4218.97998
10/10/2018,4405.669922
10/11/2018,4287.97998
10/12/2018,5168.299805
10/13/2018,4984.330078
10/14/2018,5758.160156
10/15/2018,5755.169922
10/16/2018,4605.399902
10/17/2018,4860.759765999999
10/18/2018,5778.660156
10/19/2018,5899.209961
10/20/2018,5656.02002
10/21/2018,7138.209961
10/22/2018,7197.029785
10/23/2018,6109.620117
10/24/2018,6051.22998
10/25/2018,7212.549805
10/26/2018,7523.419922
10/27/2018,6269.529785
10/28/2018,6203.419922
10/29/2018,6073.709961
10/30/2018,6569.740234000001
10/31/2018,5744.689941
11/1/2018,6267.370117
11/2/2018,5168.810059
11/3/2018,6617.569824
11/4/2018,6425.529785
11/5/2018,6075.189941
11/6/2018,5856.689941
11/7/2018,5483.850098
11/8/2018,5015.75
11/9/2018,6522.97998
11/10/2018,7878.350098000001
11/11/2018,7905.529785
11/12/2018,7565.399901999999
11/13/2018,7035.490234000001
11/14/2018,8741.860352
11/15/2018,9834.919922
11/16/2018,8183.600098000001
11/17/2018,7863.649901999999
11/18/2018,7419.450195
11/19/2018,6909.22998
11/20/2018,7881.640137
11/21/2018,8307.120117
11/22/2018,8830.429688
11/23/2018,10038.7998
11/24/2018,9656.639648
11/25/2018,8769.75
11/26/2018,7629.040039
11/27/2018,9206.700195
11/28/2018,10413.09961
11/29/2018,9405.540039
11/30/2018,7110.100098000001
12/1/2018,5579.600098
12/2/2018,6516.040039
12/3/2018,6483.589844
12/4/2018,8367.75
12/5/2018,8167.990234000001
12/6/2018,9121.769531
12/7/2018,8971.969727
12/8/2018,8961.950195
12/9/2018,10724.59961
12/10/2018,10725.2002
12/11/2018,9799.400391
12/12/2018,9991.209961
12/13/2018,9021.759766
12/14/2018,9254.379883
12/15/2018,9192.629883
12/16/2018,7255.899901999999
12/17/2018,7258.859863
12/18/2018,8632.169922
12/19/2018,8718.370117
12/20/2018,7684.029785
12/21/2018,6419.580078
12/22/2018,8184.709961
12/23/2018,8379.55957
12/24/2018,7822.339844
12/25/2018,9232.44043
12/26/2018,9057.719727
12/27/2018,8660.839844
12/28/2018,7335.439941
12/29/2018,6881.640137
12/30/2018,7544.120117
1/1/2019,5464.970215
1/2/2019,7798.089844
1/3/2019,7343.640137
1/4/2019,6940.709961
1/5/2019,6995.890137
1/6/2019,6771.72998
1/7/2019,7413.109863
1/8/2019,5908.330078
1/9/2019,7172.919922
1/10/2019,9266.290039
1/11/2019,9736.849609
1/12/2019,9632.669922
1/13/2019,9935.919922
1/14/2019,8828.950195
1/15/2019,9330.129883
1/16/2019,9311.540039
1/17/2019,8691.549805
1/18/2019,7706.819823999999
1/19/2019,7097.709961
1/20/2019,6813.419922
1/21/2019,10041.0
1/22/2019,10909.7002
1/23/2019,7464.140137
1/24/2019,6675.779785
1/25/2019,8673.280273
1/26/2019,9521.570313
1/27/2019,8965.139648
1/28/2019,7706.709961
1/29/2019,8449.730469
1/30/2019,9646.889648
1/31/2019,10602.2002
2/1/2019,10322.7998
2/2/2019,6715.589844
2/3/2019,7053.299805
2/4/2019,6420.02002
2/5/2019,5307.810059
2/6/2019,4857.790039
2/7/2019,4011.9099119999996
2/8/2019,6528.748950300001
2/9/2019,6300.5529542
2/10/2019,7368.810059
2/11/2019,8268.490234
2/12/2019,8281.099609
2/13/2019,6737.669922
2/14/2019,6980.589844
2/15/2019,4771.339844
2/16/2019,7254.47998
2/17/2019,8914.679688
2/18/2019,7329.759765999999
2/19/2019,7918.919922
2/20/2019,9437.679688
2/21/2019,6534.819824
2/22/2019,6785.290039
2/23/2019,8824.469727
2/24/2019,7707.939941
2/25/2019,6544.950195
2/26/2019,7013.290039
2/27/2019,7211.350098000001
2/28/2019,7648.470947300001
3/1/2019,7854.432959000001
3/2/2019,7737.525
3/3/2019,7204.720215
3/4/2019,7229.799805
3/5/2019,9242.389648
3/6/2019,8720.509766
3/7/2019,8844.910156
3/8/2019,7655.390137
3/9/2019,7501.25
3/10/2019,5770.470215
3/11/2019,4781.060059
3/12/2019,6027.160156
3/13/2019,6635.459961
3/14/2019,4318.160156
3/15/2019,4309.759765999999
3/16/2019,6822.52002
3/17/2019,6762.25
3/18/2019,7401.390137
3/19/2019,7546.339844
3/20/2019,7680.990234000001
3/21/2019,7751.660156
3/22/2019,6117.700195
3/23/2019,6194.339844
3/24/2019,5878.910156
3/25/2019,4617.689941
3/26/2019,6732.850098000001
3/27/2019,6792.799805
3/28/2019,5922.419922
3/29/2019,5227.040039
3/30/2019,4364.589844
3/31/2019,5024.490234000001
4/1/2019,7157.810059
4/2/2019,7384.240234000001
4/3/2019,5883.220215
4/4/2019,5086.509765999999
4/5/2019,5051.25
4/6/2019,4762.490234000001
4/7/2019,4518.939941
4/8/2019,4994.049805
4/9/2019,5337.640136999999
4/10/2019,5120.419922
4/11/2019,4504.600098
4/12/2019,4992.399902
4/13/2019,5295.069824
4/14/2019,4854.379883
4/15/2019,5520.220215
4/16/2019,5654.649902
4/17/2019,4384.390136999999
4/18/2019,3772.929932
4/19/2019,4388.509765999999
4/20/2019,5552.259765999999
4/21/2019,5723.830078
4/22/2019,5092.100098
4/23/2019,4194.839844
4/24/2019,3512.679932
4/25/2019,4126.259765999999
4/26/2019,4578.47998
4/27/2019,5051.810059
4/28/2019,3669.459961
4/29/2019,4120.120117
4/30/2019,4572.680176
5/1/2019,4089.040039
5/2/2019,3793.459961
5/3/2019,3816.8701170000004
5/4/2019,3606.350098
5/5/2019,4656.109863000001
5/6/2019,4838.259765999999
5/7/2019,5010.810059
5/8/2019,4058.6599119999996
5/9/2019,3855.6599119999996
5/10/2019,4048.350098
5/11/2019,4800.939941
5/12/2019,4233.959961
5/13/2019,5232.660156
5/14/2019,5395.77002
5/15/2019,5094.419922
5/16/2019,5030.589844
5/17/2019,5301.390136999999
5/18/2019,4725.919922
5/19/2019,4764.060059
5/20/2019,3758.9099119999996
5/21/2019,3441.23999
5/22/2019,3403.6999509999996
5/23/2019,4319.740234000001
5/24/2019,4035.040039
5/25/2019,3229.540039
5/26/2019,3382.5200200000004
5/27/2019,3271.179932
5/28/2019,3248.320068
5/29/2019,3162.780029
5/30/2019,3299.73999
5/31/2019,3247.550049
6/1/2019,4498.080078
6/2/2019,4311.959961
6/3/2019,3353.290039
6/4/2019,3563.350098
6/5/2019,3871.8000490000004
6/6/2019,4387.430176
6/7/2019,4630.819824
6/8/2019,5177.810059
6/9/2019,4523.850098
6/10/2019,4632.759765999999
6/11/2019,3476.969971
6/12/2019,4411.089844
6/13/2019,5245.660156
6/14/2019,4376.299805
6/15/2019,4095.1999509999996
6/16/2019,3852.8400880000004
6/17/2019,3175.050049
6/18/2019,3691.639893
6/19/2019,3932.0900880000004
6/20/2019,4489.220215
6/21/2019,4007.330078
6/22/2019,4222.759765999999
6/23/2019,3894.5
6/24/2019,4300.759765999999
6/25/2019,3722.2700200000004
6/26/2019,3973.719971
6/27/2019,3429.110107
6/28/2019,3181.969971
6/29/2019,3883.169922
6/30/2019,3179.300049
7/1/2019,3399.26001
7/2/2019,3796.820068
7/3/2019,3141.72998
7/4/2019,3275.060059
7/5/2019,4312.450195
7/6/2019,4079.0200200000004
7/7/2019,3635.580078
7/8/2019,3857.889893
7/9/2019,3534.919922
7/10/2019,3900.469971
7/11/2019,3083.159912
7/12/2019,3606.5069581
7/13/2019,3520.7689454
7/14/2019,3507.6269287999994
7/15/2019,3295.389893
7/16/2019,3502.7299799999996
7/17/2019,3799.429932
7/18/2019,3376.4799799999996
7/19/2019,3221.639893
7/20/2019,3504.1599119999996
7/21/2019,4076.8000490000004
7/22/2019,3336.040039
7/23/2019,4706.879883
7/24/2019,4649.439941
7/25/2019,4126.620117
7/26/2019,3929.7700200000004
7/27/2019,4431.890136999999
7/28/2019,4229.790039
7/29/2019,3635.899902
7/30/2019,3921.51001
7/31/2019,3691.2700200000004
8/1/2019,3865.320068
8/2/2019,4330.540039
8/3/2019,4352.240234000001
8/4/2019,3938.9390136999996
8/5/2019,3975.0000244999997
8/6/2019,3978.4370118000006
8/7/2019,4465.259765999999
8/8/2019,3716.830078
8/9/2019,3573.179932
8/10/2019,3837.3400880000004
8/11/2019,3996.51001
8/12/2019,3955.8798829999996
8/13/2019,4143.02002
8/14/2019,3913.320068
8/15/2019,4179.180176
8/16/2019,3957.030029
8/17/2019,4166.129883
8/18/2019,4062.8100590000004
8/19/2019,3710.860107
8/20/2019,4024.600098
8/21/2019,3836.280029
8/22/2019,4133.850098
8/23/2019,4319.720215
8/24/2019,5330.47998
8/25/2019,5063.379883
8/26/2019,5116.160156
8/27/2019,4622.939941
8/28/2019,4438.399902
8/29/2019,4394.720215
8/30/2019,4490.009765999999
8/31/2019,4592.75
9/1/2019,4374.910156
9/2/2019,4208.049805
9/3/2019,4434.089844
9/4/2019,4464.7019531
9/5/2019,5253.779785
9/6/2019,4525.359863000001
9/7/2019,4208.209961
9/8/2019,4374.740234000001
9/9/2019,4185.120117
9/10/2019,4357.939941
9/11/2019,4238.509765999999
9/12/2019,3333.8798829999996
9/13/2019,4298.6020508
9/14/2019,4876.209961
9/15/2019,4791.950195
9/16/2019,4125.680176
9/17/2019,4586.930176
9/18/2019,4115.060059
9/19/2019,4163.669922
9/20/2019,4403.819824
9/21/2019,4401.299805
9/22/2019,4000.76001
9/23/2019,3993.0500490000004
9/24/2019,4125.060059
9/25/2019,4348.450195
9/26/2019,3993.679932
9/27/2019,3997.8430177
9/28/2019,3918.6270265000007
9/29/2019,3891.2290284
9/30/2019,3660.179932
10/1/2019,3941.469971
10/2/2019,3857.110107
10/3/2019,3657.3701170000004
10/4/2019,3609.139893
10/5/2019,3726.780029
10/6/2019,5087.209961
10/7/2019,4397.939941
10/8/2019,5318.959961
10/9/2019,4480.120117
10/10/2019,4074.9099119999996
10/11/2019,3982.1899409999996
10/12/2019,4017.709961
10/13/2019,5044.830078
10/14/2019,4684.859863000001
10/15/2019,4840.129883
10/16/2019,5594.540039
10/17/2019,6409.839844
10/18/2019,5758.5
10/19/2019,6409.919922
10/20/2019,6112.810059
10/21/2019,5518.459961
10/22/2019,5796.319824
10/23/2019,5254.279785
10/24/2019,6359.419922
10/25/2019,4933.580078
10/26/2019,4968.839844
10/27/2019,5192.399902
10/28/2019,4005.98999
10/29/2019,5268.109863000001
10/30/2019,5054.759765999999
10/31/2019,4465.839844
11/1/2019,5886.209961
11/2/2019,6259.120117
11/3/2019,6559.540039
11/4/2019,6393.009765999999
11/5/2019,4588.410156
11/6/2019,4884.640136999999
11/7/2019,4371.25
11/8/2019,6604.470215
11/9/2019,7551.209961
11/10/2019,6824.959961
11/11/2019,5461.060059
11/12/2019,7887.850098000001
11/13/2019,9280.679688
11/14/2019,8475.769531
11/15/2019,8362.620117
